tt,ID,test,swap,FI,pval_bl,pval_FI
bbd,24838,chi2,1,17,1.8287081449837763e-05,0.06587026383145664
bbd,24838,chi2,2,17,1.8287081449837763e-05,0.053145061461317825
bbd,24838,chi2_cont,1,16,3.442724450801358e-05,0.06593792304253783
bbd,24838,chi2_cont,2,16,3.442724450801358e-05,0.05394870280504995
bbd,35024,fisher,1,-5,0.6337043557690194,0.03432860869347718
bbd,35024,fisher,2,-5,0.6337043557690194,0.03432860869347718
bbd,35024,chi2,1,-4,0.33292160806556315,0.04794145433852131
bbd,35024,chi2,2,-4,0.33292160806556315,0.04794145433852131
bbd,35024,chi2_cont,1,-6,0.6282986371759213,0.04003871344860785
bbd,35024,chi2_cont,2,-6,0.6282986371759213,0.04003871344860785
bbd,674,fisher,1,-1,0.13193473193473185,0.04055944055944054
bbd,674,fisher,2,-1,0.13193473193473185,0.04055944055944054
bbd,674,chi2,1,1,0.04550026389635857,0.13057001811573693
bbd,674,chi2,2,1,0.04550026389635857,0.13057001811573693
bbd,674,chi2_cont,1,-1,0.13361440253771584,0.043819792802674805
bbd,674,chi2_cont,2,-1,0.13361440253771584,0.043819792802674805
bbd,1302,fisher,1,-7,0.8005261763519647,0.027303761947834612
bbd,1302,fisher,2,-7,0.8005261763519647,0.027303761947834612
bbd,1302,chi2,1,-6,0.6405732992791536,0.04445498978331543
bbd,1302,chi2,2,-6,0.6405732992791536,0.04445498978331543
bbd,1302,chi2_cont,1,-7,0.8308083825469327,0.04332531438060803
bbd,1302,chi2_cont,2,-7,0.8308083825469327,0.04332531438060803
bbd,23434,fisher,1,2,0.0226043868819235,0.07130815271626864
bbd,23434,fisher,2,1,0.0226043868819235,0.05376475264891732
bbd,23434,chi2,1,3,0.011718685599768637,0.06483815699206649
bbd,23434,chi2,2,2,0.011718685599768637,0.06238885487025272
bbd,23434,chi2_cont,1,2,0.025061844343883623,0.0744069135980516
bbd,23434,chi2_cont,2,1,0.025061844343883623,0.0562096678311914
bbd,58335,fisher,1,10,6.482718678589715e-06,0.09201480698043338
bbd,58335,fisher,2,7,6.482718678589715e-06,0.057580544435416894
bbd,58335,chi2,1,10,1.1745850667269656e-05,0.05463786494457697
bbd,58335,chi2,2,8,1.1745850667269656e-05,0.07387614149695149
bbd,58335,chi2_cont,1,9,4.702469177448602e-05,0.08553062423370257
bbd,58335,chi2_cont,2,7,4.702469177448602e-05,0.07368757722559233
bbd,30219,fisher,1,4,0.0056734371283518915,0.07028707423166021
bbd,30219,fisher,2,4,0.0056734371283518915,0.08668437389003794
bbd,30219,chi2,1,5,0.0032845413688454735,0.06773765844229265
bbd,30219,chi2,2,4,0.0032845413688454735,0.06190629745107395
bbd,30219,chi2_cont,1,4,0.007135587470518533,0.07261382259691383
bbd,30219,chi2_cont,2,3,0.007135587470518533,0.05969804700243688
bbd,31717,fisher,1,22,1.2901966142662602e-10,0.05640564056405642
bbd,31717,fisher,2,17,1.2901966142662602e-10,0.07142405715302094
bbd,31717,chi2,1,23,2.2856282847846413e-09,0.07575623995579742
bbd,31717,chi2,2,17,2.2856282847846413e-09,0.057838319047131895
bbd,31717,chi2_cont,1,21,9.004415556866587e-09,0.06321909884665847
bbd,31717,chi2_cont,2,16,9.004415556866587e-09,0.05729722532523005
bbd,35588,fisher,1,1,0.034467690496987405,0.05372101075256845
bbd,35588,fisher,2,1,0.034467690496987405,0.061306722531496924
bbd,35588,chi2,1,2,0.027736203245823023,0.06381637335761144
bbd,35588,chi2,2,1,0.027736203245823023,0.05098430327833166
bbd,35588,chi2_cont,1,1,0.046661140135045374,0.06958804570480295
bbd,35588,chi2_cont,2,1,0.046661140135045374,0.08138188160981044
bbd,34443,fisher,1,12,0.00011704337168205377,0.05080732210087984
bbd,34443,fisher,2,12,0.00011704337168205377,0.05460440669897011
bbd,34443,chi2,1,13,6.808079503941283e-05,0.05056629990420662
bbd,34443,chi2,2,13,6.808079503941283e-05,0.05462466520740528
bbd,34443,chi2_cont,1,12,0.00013152823665354103,0.0512065751179781
bbd,34443,chi2_cont,2,12,0.00013152823665354103,0.054958606076352536
bbd,35779,fisher,1,2,0.013897335944836869,0.06177837847046153
bbd,35779,fisher,2,2,0.013897335944836869,0.06899354715110184
bbd,35779,chi2,1,3,0.006159090351787788,0.06006045963817761
bbd,35779,chi2,2,3,0.006159090351787788,0.070440429272088
bbd,35779,chi2_cont,1,2,0.014898585271056105,0.06321426341896018
bbd,35779,chi2_cont,2,2,0.014898585271056105,0.07015016459608318
bbd,35089,fisher,1,1,0.034106001281340295,0.052535771418219177
bbd,35089,fisher,2,1,0.034106001281340295,0.05184855965040363
bbd,35089,chi2,1,2,0.02663844604981908,0.06338010923886708
bbd,35089,chi2,2,2,0.02663844604981908,0.06121508304838673
bbd,35089,chi2_cont,1,1,0.04134672401574047,0.0629312619412911
bbd,35089,chi2_cont,2,1,0.04134672401574047,0.06184827364402296
bbd,60784,fisher,1,39,3.031634673520971e-22,0.081710975451235
bbd,60784,fisher,2,116,3.031634673520971e-22,0.06197465916436664
bbd,60784,chi2,1,39,3.896247172476761e-25,0.05543718650440923
bbd,60784,chi2,2,117,3.896247172476761e-25,0.05685753233803237
bbd,60784,chi2_cont,1,39,1.8169244197402468e-24,0.08482266186422655
bbd,60784,chi2_cont,2,114,1.8169244197402468e-24,0.051039560636582416
bbd,43750,fisher,1,6,0.0013405269330570978,0.08622354277876945
bbd,43750,fisher,2,5,0.0013405269330570978,0.07359528659101094
bbd,43750,chi2,1,6,0.0010434783854738063,0.06413001759564524
bbd,43750,chi2,2,5,0.0010434783854738063,0.06437917107083604
bbd,43750,chi2_cont,1,5,0.0026128775895055594,0.07003672372563019
bbd,43750,chi2_cont,2,4,0.0026128775895055594,0.06261166656980499
bbd,34906,fisher,1,-3,0.23317140874392703,0.02464932546594181
bbd,34906,fisher,2,-3,0.23317140874392703,0.02464932546594181
bbd,34906,chi2,1,-2,0.14185759717580188,0.036303047922100984
bbd,34906,chi2,2,-2,0.14185759717580188,0.036303047922100984
bbd,34906,chi2_cont,1,-4,0.44961570036662,0.03029241019452056
bbd,34906,chi2_cont,2,-4,0.44961570036662,0.03029241019452056
bbd,35767,fisher,1,3,0.020088839615926682,0.08012374103605444
bbd,35767,fisher,2,1,0.020088839615926682,0.05852525467213544
bbd,35767,chi2,1,4,0.012779087320624716,0.05758620175784238
bbd,35767,chi2,2,2,0.012779087320624716,0.13061978430462973
bbd,35767,chi2_cont,1,2,0.030523792802499776,0.06312020192100812
bbd,35767,chi2_cont,2,1,0.030523792802499776,0.09483078270340656
bbd,26279,fisher,1,32,5.367240736785675e-10,0.05202386225149919
bbd,26279,fisher,2,10,5.367240736785675e-10,0.08293330813602506
bbd,26279,chi2,1,34,3.801810443255665e-11,0.05143691377874614
bbd,26279,chi2,2,10,3.801810443255665e-11,0.06223905130760625
bbd,26279,chi2_cont,1,31,3.33397875270714e-10,0.052088071336010414
bbd,26279,chi2_cont,2,10,3.33397875270714e-10,0.15390815341669561
bbd,791,fisher,1,6,0.006321335497211644,0.05306532405138448
bbd,791,fisher,2,6,0.006321335497211644,0.058948537001099144
bbd,791,chi2,1,7,0.00534117761846142,0.06351431927148886
bbd,791,chi2,2,6,0.00534117761846142,0.051304824416111686
bbd,791,chi2_cont,1,6,0.00807089657889404,0.06412964703219981
bbd,791,chi2_cont,2,5,0.00807089657889404,0.051017365839778846
bbd,35747,fisher,1,-6,0.8137680560513947,0.031655856754263766
bbd,35747,fisher,2,-6,0.8137680560513947,0.031655856754263766
bbd,35747,chi2,1,-5,0.7103856292226485,0.04555281954529999
bbd,35747,chi2,2,-5,0.7103856292226485,0.04555281954529999
bbd,35747,chi2_cont,1,-6,0.8932024767587979,0.03646325929182552
bbd,35747,chi2_cont,2,-6,0.8932024767587979,0.03646325929182552
bbd,68091,fisher,1,25,1.3791916557505613e-09,0.07483238282275287
bbd,68091,fisher,2,19,1.3791916557505613e-09,0.07621783289668041
bbd,68091,chi2,1,25,1.4689915960593033e-09,0.05319240976056555
bbd,68091,chi2,2,19,1.4689915960593033e-09,0.06667286327123462
bbd,68091,chi2_cont,1,24,5.035108633549492e-09,0.05990438392721374
bbd,68091,chi2_cont,2,18,5.035108633549492e-09,0.06467795233909816
bbd,30945,fisher,1,17,2.751492060856885e-08,0.06585935695282505
bbd,30945,fisher,2,24,2.751492060856885e-08,0.05606223170741505
bbd,30945,chi2,1,18,2.272582351162308e-08,0.08126220470988212
bbd,30945,chi2,2,25,2.272582351162308e-08,0.06360761063203388
bbd,30945,chi2_cont,1,17,6.560644665602147e-08,0.07721099998009226
bbd,30945,chi2_cont,2,23,6.560644665602147e-08,0.050416471466996696
bbd,43635,fisher,1,2,0.015938849318934408,0.055562046044953295
bbd,43635,fisher,2,2,0.015938849318934408,0.07998483063534835
bbd,43635,chi2,1,3,0.01222725793156262,0.051748282076291584
bbd,43635,chi2,2,2,0.01222725793156262,0.05590270159137685
bbd,43635,chi2_cont,1,2,0.023684276824181335,0.05893905838887402
bbd,43635,chi2_cont,2,2,0.023684276824181335,0.0964730547137149
bbd,69413,fisher,1,5,0.0026138131918668718,0.08283061347240456
bbd,69413,fisher,2,6,0.0026138131918668718,0.07844500473039197
bbd,69413,chi2,1,5,0.001414257811528491,0.0516578177737356
bbd,69413,chi2,2,7,0.001414257811528491,0.07436768774938042
bbd,69413,chi2_cont,1,5,0.003039201275222257,0.08367405744411041
bbd,69413,chi2_cont,2,6,0.003039201275222257,0.08011831372763421
bbd,34925,fisher,1,6,0.0037581864579181753,0.07338686308783804
bbd,34925,fisher,2,2,0.0037581864579181753,0.12120537971483451
bbd,34925,chi2,1,7,0.003125115905912276,0.0581372127869819
bbd,34925,chi2,2,2,0.003125115905912276,0.08859485173186404
bbd,34925,chi2_cont,1,4,0.01073741887468455,0.057164427535932184
bbd,34925,chi2_cont,2,1,0.01073741887468455,0.05467287070291019
bbd,3228,fisher,1,29,1.469803185435009e-07,0.06130730162174501
bbd,3228,fisher,2,26,1.469803185435009e-07,0.05358149167183614
bbd,3228,chi2,1,29,1.1045397100011773e-07,0.057190065631746737
bbd,3228,chi2,2,27,1.1045397100011773e-07,0.060599321411772725
bbd,3228,chi2_cont,1,28,2.1633939110407248e-07,0.058363840481075804
bbd,3228,chi2_cont,2,26,2.1633939110407248e-07,0.06035087516947418
bbd,6894,fisher,1,6,0.008523278737436057,0.0835312958112258
bbd,6894,fisher,2,6,0.008523278737436057,0.055356387884467936
bbd,6894,chi2,1,6,0.007780860472231238,0.06465975777409483
bbd,6894,chi2,2,7,0.007780860472231238,0.06300425834341622
bbd,6894,chi2_cont,1,5,0.01121527424803197,0.06326614021718094
bbd,6894,chi2_cont,2,6,0.01121527424803197,0.06464781818314652
bbd,16898,fisher,1,-2,0.05176650005841227,0.026753681908825114
bbd,16898,fisher,2,-2,0.05176650005841227,0.026753681908825114
bbd,16898,chi2,1,1,0.04210079262095567,0.05733295064181365
bbd,16898,chi2,2,1,0.04210079262095567,0.1602710657835517
bbd,16898,chi2_cont,1,-3,0.10156576313576203,0.03979385633368897
bbd,16898,chi2_cont,2,-3,0.10156576313576203,0.03979385633368897
bbd,27569,fisher,1,3,0.008578508150469101,0.08768562445581041
bbd,27569,fisher,2,3,0.008578508150469101,0.07176742642160588
bbd,27569,chi2,1,4,0.003892417122778637,0.08942935902899334
bbd,27569,chi2,2,4,0.003892417122778637,0.06890880788626995
bbd,27569,chi2_cont,1,3,0.0093747684594349,0.08865923208274759
bbd,27569,chi2_cont,2,3,0.0093747684594349,0.07325409977821425
bbd,45804,fisher,1,2,0.015331621697389865,0.057466273332082124
bbd,45804,fisher,2,2,0.015331621697389865,0.08403556788590348
bbd,45804,chi2,1,3,0.007290358091535643,0.052807511416113395
bbd,45804,chi2,2,3,0.007290358091535643,0.09096894797535765
bbd,45804,chi2_cont,1,2,0.017072661093788417,0.06007951500987647
bbd,45804,chi2_cont,2,2,0.017072661093788417,0.08561991410692221
bbd,23065,fisher,1,8,0.0009734740584382561,0.0750028284820681
bbd,23065,fisher,2,6,0.0009734740584382561,0.05128244011934242
bbd,23065,chi2,1,9,0.000914605683526397,0.07436795059530552
bbd,23065,chi2,2,7,0.000914605683526397,0.06422681893410419
bbd,23065,chi2_cont,1,7,0.0017854545754075815,0.05169156546378124
bbd,23065,chi2_cont,2,6,0.0017854545754075815,0.06213998051885501
bbd,34770,fisher,1,13,2.6565535421330326e-05,0.058099471330311486
bbd,34770,fisher,2,11,2.6565535421330326e-05,0.07499489829575934
bbd,34770,chi2,1,14,2.2105683701433226e-05,0.0589181249827113
bbd,34770,chi2,2,11,2.2105683701433226e-05,0.05688947547019107
bbd,34770,chi2_cont,1,13,5.173395956291199e-05,0.06448638184693642
bbd,34770,chi2_cont,2,10,5.173395956291199e-05,0.055131038493428326
bbd,24930,fisher,1,2,0.015260111879544114,0.0922151827312146
bbd,24930,fisher,2,2,0.015260111879544114,0.07503575401239487
bbd,24930,chi2,1,3,0.006237007458873192,0.09506890415800442
bbd,24930,chi2,2,3,0.006237007458873192,0.070440429272088
bbd,24930,chi2_cont,1,2,0.016703403847161555,0.09353251268909288
bbd,24930,chi2_cont,2,2,0.016703403847161555,0.07709987174354213
bbd,35210,fisher,1,3,0.005817916373100015,0.05141973612972925
bbd,35210,fisher,2,3,0.005817916373100015,0.05561314171953172
bbd,35210,chi2,1,4,0.002681520469002333,0.05069922546523272
bbd,35210,chi2,2,4,0.002681520469002333,0.056080821282811985
bbd,35210,chi2_cont,1,3,0.006349724430444603,0.05253897729199806
bbd,35210,chi2_cont,2,3,0.006349724430444603,0.056589678487550706
bbd,27398,fisher,1,5,0.00016218412985342159,0.08561047382414913
bbd,27398,fisher,2,19,0.00016218412985342159,0.06287895348625254
bbd,27398,chi2,1,5,0.00033439870606338,0.06426027190805254
bbd,27398,chi2,2,20,0.00033439870606338,0.05763040569298906
bbd,27398,chi2_cont,1,5,0.0007595768965600344,0.10192443743779223
bbd,27398,chi2_cont,2,17,0.0007595768965600344,0.05555803107002142
bbd,35618,fisher,1,9,0.0006699618720620513,0.06649486118407948
bbd,35618,fisher,2,4,0.0006699618720620513,0.051607941303693505
bbd,35618,chi2,1,9,0.0006279297825853468,0.05217617245118316
bbd,35618,chi2,2,5,0.0006279297825853468,0.0770847890754693
bbd,35618,chi2_cont,1,8,0.0015574696085356664,0.06847332979612594
bbd,35618,chi2_cont,2,4,0.0015574696085356664,0.06633265020237036
bbd,43614,fisher,1,22,1.285949380862299e-05,0.06799741967725695
bbd,43614,fisher,2,10,1.285949380862299e-05,0.08324700676982286
bbd,43614,chi2,1,22,3.0493000823545697e-05,0.05016022617220192
bbd,43614,chi2,2,10,3.0493000823545697e-05,0.06412859939250651
bbd,43614,chi2_cont,1,21,6.337494056609703e-05,0.06293417845240132
bbd,43614,chi2_cont,2,9,6.337494056609703e-05,0.05641246819095487
bbd,40,fisher,1,-2,0.10750852951647084,0.02867806602276804
bbd,40,fisher,2,-2,0.10750852951647084,0.02867806602276804
bbd,40,chi2,1,-1,0.05452906813150386,0.0276892527984829
bbd,40,chi2,2,-1,0.05452906813150386,0.0276892527984829
bbd,40,chi2_cont,1,-2,0.10911694742917352,0.030235833508345057
bbd,40,chi2_cont,2,-2,0.10911694742917352,0.030235833508345057
bbd,44146,fisher,1,8,6.800623826076942e-05,0.0567037625861156
bbd,44146,fisher,2,5,6.800623826076942e-05,0.09914807199713083
bbd,44146,chi2,1,9,9.319261843131577e-05,0.06452710588077569
bbd,44146,chi2,2,5,9.319261843131577e-05,0.06456945897583394
bbd,44146,chi2_cont,1,7,0.00037070267781064484,0.059333137426115394
bbd,44146,chi2_cont,2,4,0.00037070267781064484,0.05761090608655544
bbd,578,fisher,1,14,6.0955370490594e-07,0.0525445882304523
bbd,578,fisher,2,21,6.0955370490594e-07,0.05883314687064012
bbd,578,chi2,1,14,1.0423722198189243e-06,0.05004352124870517
bbd,578,chi2,2,21,1.0423722198189243e-06,0.05101769476094068
bbd,578,chi2_cont,1,14,2.546068702941784e-06,0.072448013529787
bbd,578,chi2_cont,2,20,2.546068702941784e-06,0.058863703845921496
